,item_id,item_sold,item_name
0,32597758635,1190 orders,19V 4.74A 90W Universal Power Adapter Charger For Acer Asus Dell HP Lenovo Samsung Toshiba Laptop 18.5V 19.5V 20V
1,32942144691,1094 orders,DC 12V/15V/16V/18V/19V/20V/24V 4-5A 96W Laptop AC Universal Power Adapter Charger for ASUS DELL Lenovo Sony Toshiba Laptop
2,32810164959,779 orders,Universal Car 80W Power LED Auto Car Charger Adjustable Power Supply Adapter Set 8 Detachable Plugs For Laptop Notebook
3,32632600938,595 orders,New 19V 3.42A 5.5x1.7mm Power Suppy Adapter For Acer Aspire Laptop 5315 5630 5735 5920 5535 5738 6920 7520 Notebook Charger
4,33002563321,563 orders,96W Notebook Adapter 12V 15V 16V 18V 19V 4.5A 20V 24V 4A AC DC Adaptor Adjustable Power Supply Adapter Universal Charger
5,32810112786,352 orders,Universal High Quality 19V 3.42A 65W Laptop Charger For Toshiba Laptop Charging Device For Netbook Notepads Power Adapter
6,32888170029,387 orders,HSW quality 19V 4.74A 90w LAPTOP CHARGER AC ADAPTER POWER SUPPLY FOR HP Pavilion DV3 DV4 DV5 DV6
7,32788890848,221 orders,18.5V 3.5A 65W AC Adapter For hp Laptop Charger For HP Compaq 6910P 2230s DV5 DV6 DV7 DV4 G50 G60 N193 CQ43 CQ32 CQ60 CQ61 CQ62
8,32880886831,194 orders,Asus Laptop Adapter 19V 3.42A 65W 5.5*2.5mm ADP-65DW A / ADP-65AW A AC Power Charger For Asus X550C A450C Y481C Notebook
9,32874982263,226 orders,QINERN EU 20V 3.25A 65W 4.0*1.7mm AC Laptop Charger For Lenovo IdeaPad 100-15 B50-10 YOGA 710 510-14ISK Notebook Power Adapter
10,32959239179,182 orders,For Asus laptop adapter 19V 2.37A 45W 5.5*2.5mm AC Adapter Power Charger For ASUS A52F X450 X450L X550V X501LA X550C X551CA X555
11,32850704130,180 orders,19V 3.16A Universal Laptop AC Adapter Power Supply For Samsung AD-6019 ADP-60ZH AD-6019R CPA09-004A PA-1600-66 APD-60HZ Charger
12,32959386419,201 orders,Basix NEW Original 19.5V 3.33A 65W 4.5*3.0 AC Power Adapter Charger Power Supply for HP Laptop Adapter Pavilion 15 Envy 17
13,32788890852,164 orders,Universal 80W DC Car Charger Laptop Notebook Adapter Adjustable LED Auto Power Supply Set + 8 Detachable Plugs Computer Charger
14,32993977479,157 orders,19V 4.74A 90W Universal Power Adapter Charger For Acer Asus Dell HP Lenovo Samsung Toshiba Laptop 18.5V 19.5V 20V
